,s,l,signal,gold,silver
9838,29,38,18,13,14
10420,32,39,15,13,14
15292,33,47,12,13,14
15335,36,47,10,13,14
15415,41,47,15,13,14
10377,29,39,17,13,14
15379,39,47,9,13,14
15412,41,47,12,13,14
15134,22,47,19,13,14
15148,23,47,18,13,14
15410,41,47,10,13,14
15149,23,47,19,13,14
15162,24,47,17,13,14
15163,24,47,18,13,14
15409,41,47,9,13,14
15177,25,47,17,13,14
15191,26,47,16,13,14
15408,41,47,8,13,14
10334,26,39,19,13,14
15401,40,47,16,13,14
15372,38,47,17,13,14
16627,31,49,12,13,14
10349,27,39,19,13,14
15397,40,47,12,13,14
15396,40,47,11,13,14
15395,40,47,10,13,14
15394,40,47,9,13,14
15393,40,47,8,13,14
15220,28,47,15,13,14
10362,28,39,17,13,14
10363,28,39,18,13,14
10364,28,39,19,13,14
15386,39,47,16,13,14
15383,39,47,13,13,14
15381,39,47,11,13,14
10348,27,39,18,13,14
9837,29,38,17,13,14
16498,22,49,18,13,14
9823,28,38,18,13,14
13258,26,44,18,13,14
13271,27,44,16,13,14
13272,27,44,17,13,14
13286,28,44,16,13,14
13300,29,44,15,13,14
13315,30,44,15,13,14
16758,40,49,8,13,14
16499,22,49,19,13,14
13373,34,44,13,13,14
16750,39,49,15,13,14
16747,39,49,12,13,14
13387,35,44,12,13,14
13388,35,44,13,13,14
16745,39,49,10,13,14
16744,39,49,9,13,14
16743,39,49,8,13,14
13402,36,44,12,13,14
13416,37,44,11,13,14
16736,38,49,16,13,14
13424,37,44,19,13,14
13430,38,44,10,13,14
13438,38,44,18,13,14
16732,38,49,12,13,14
16731,38,49,11,13,14
16730,38,49,10,13,14
13460,40,44,10,13,14
13464,40,44,14,13,14
13257,26,44,17,13,14
13467,40,44,17,13,14
13244,25,44,19,13,14
13242,25,44,17,13,14
8324,30,35,19,13,14
8323,30,35,18,13,14
8309,29,35,19,13,14
14560,28,46,15,13,14
14546,27,46,16,13,14
7874,32,34,19,13,14
7873,32,34,18,13,14
7872,32,34,17,13,14
7859,31,34,19,13,14
7858,31,34,18,13,14
7844,30,34,19,13,14
7829,29,34,19,13,14
14532,26,46,17,13,14
14531,26,46,16,13,14
7394,31,33,19,13,14
14518,25,46,18,13,14
14517,25,46,17,13,14
7379,30,33,19,13,14
14504,24,46,19,13,14
14503,24,46,18,13,14
14502,24,46,17,13,14
14489,23,46,19,13,14
14488,23,46,18,13,14
14474,22,46,19,13,14
13214,23,44,19,13,14
13228,24,44,18,13,14
13229,24,44,19,13,14
13243,25,44,18,13,14
16729,38,49,9,13,14
16728,38,49,8,13,14
13474,41,44,9,13,14
13916,28,45,16,13,14
13930,29,45,15,13,14
13959,31,45,14,13,14
16718,37,49,13,13,14
16717,37,49,12,13,14
16716,37,49,11,13,14
13988,33,45,13,13,14
16715,37,49,10,13,14
16714,37,49,9,13,14
14002,34,45,12,13,14
14003,34,45,13,13,14
16707,36,49,17,13,14
14017,35,45,12,13,14
16704,36,49,14,13,14
14031,36,45,11,13,14
16700,36,49,10,13,14
14039,36,45,19,13,14
14093,40,45,13,13,14
14092,40,45,12,13,14
14091,40,45,11,13,14
14090,40,45,10,13,14
14089,40,45,9,13,14
14082,39,45,17,13,14
14079,39,45,14,13,14
14075,39,45,10,13,14
16699,36,49,9,13,14
14068,38,45,18,13,14
13902,27,45,17,13,14
13901,27,45,16,13,14
13887,26,45,17,13,14
14104,41,45,9,13,14
13475,41,44,10,13,14
13476,41,44,11,13,14
13477,41,44,12,13,14
13478,41,44,13,13,14
13489,42,44,9,13,14
13490,42,44,10,13,14
13491,42,44,11,13,14
13492,42,44,12,13,14
13493,42,44,13,13,14
13496,42,44,16,13,14
14140,43,45,15,13,14
14135,43,45,10,13,14
14134,43,45,9,13,14
8337,31,35,17,13,14
14133,43,45,8,13,14
14120,42,45,10,13,14
14119,42,45,9,13,14
14118,42,45,8,13,14
13844,23,45,19,13,14
13858,24,45,18,13,14
13859,24,45,19,13,14
14111,41,45,16,13,14
13872,25,45,17,13,14
13873,25,45,18,13,14
14108,41,45,13,13,14
14107,41,45,12,13,14
14106,41,45,11,13,14
14105,41,45,10,13,14
14122,42,45,12,13,14
9824,28,38,19,13,14
8338,31,35,18,13,14
16678,34,49,18,13,14
9284,27,37,19,13,14
12715,31,43,15,13,14
16794,42,49,14,13,14
16791,42,49,11,13,14
12758,34,43,13,13,14
16787,42,49,7,13,14
12773,35,43,13,13,14
16628,31,49,13,13,14
14799,44,46,14,13,14
14796,44,46,11,13,14
14793,44,46,8,13,14
14792,44,46,7,13,14
12787,36,43,12,13,14
14785,43,46,15,13,14
14779,43,46,9,13,14
14778,43,46,8,13,14
14777,43,46,7,13,14
12788,36,43,13,13,14
16779,41,49,14,13,14
16778,41,49,13,13,14
14770,42,46,15,13,14
14767,42,46,12,13,14
14765,42,46,10,13,14
14764,42,46,9,13,14
14763,42,46,8,13,14
14756,41,46,16,13,14
14752,41,46,12,13,14
9298,28,37,18,13,14
14751,41,46,11,13,14
9299,28,37,19,13,14
9314,29,37,19,13,14
9809,27,38,19,13,14
9794,26,38,19,13,14
12628,25,43,18,13,14
12629,25,43,19,13,14
12642,26,43,17,13,14
12643,26,43,18,13,14
12644,26,43,19,13,14
12656,27,43,16,13,14
12657,27,43,17,13,14
12658,27,43,18,13,14
12671,28,43,16,13,14
12672,28,43,17,13,14
12686,29,43,16,13,14
12700,30,43,15,13,14
9400,35,37,15,13,14
9386,34,37,16,13,14
9385,34,37,15,13,14
9372,33,37,17,13,14
9371,33,37,16,13,14
9357,32,37,17,13,14
9356,32,37,16,13,14
9343,31,37,18,13,14
9342,31,37,17,13,14
9341,31,37,16,13,14
9329,30,37,19,13,14
9328,30,37,18,13,14
9327,30,37,17,13,14
9313,29,37,18,13,14
14750,41,46,10,13,14
14749,41,46,9,13,14
14748,41,46,8,13,14
8803,29,36,18,13,14
8789,28,36,19,13,14
12802,37,43,12,13,14
16773,41,49,8,13,14
16772,41,49,7,13,14
15437,43,47,7,13,14
12816,38,43,11,13,14
14669,35,46,19,13,14
12830,39,43,10,13,14
16765,40,49,15,13,14
12838,39,43,18,13,14
16656,33,49,11,13,14
14661,35,46,11,13,14
14647,34,46,12,13,14
12860,41,43,10,13,14
16664,33,49,19,13,14
12864,41,43,14,13,14
14633,33,46,13,13,14
12867,41,43,17,13,14
16759,40,49,9,13,14
14618,32,46,13,13,14
8368,33,35,18,13,14
8367,33,35,17,13,14
8366,33,35,16,13,14
8354,32,35,19,13,14
8353,32,35,18,13,14
8352,32,35,17,13,14
8804,29,36,19,13,14
8818,30,36,18,13,14
14690,37,46,10,13,14
8819,30,36,19,13,14
8877,34,36,17,13,14
8876,34,36,16,13,14
16642,32,49,12,13,14
14741,40,46,16,13,14
14738,40,46,13,13,14
14737,40,46,12,13,14
14736,40,46,11,13,14
14735,40,46,10,13,14
14734,40,46,9,13,14
8875,34,36,15,13,14
14727,39,46,17,13,14
14723,39,46,13,13,14
14722,39,46,12,13,14
8339,31,35,19,13,14
14721,39,46,11,13,14
14719,39,46,9,13,14
8862,33,36,17,13,14
8861,33,36,16,13,14
14712,38,46,17,13,14
14709,38,46,14,13,14
14705,38,46,10,13,14
8848,32,36,18,13,14
8847,32,36,17,13,14
8846,32,36,16,13,14
8834,31,36,19,13,14
14698,37,46,18,13,14
8833,31,36,18,13,14
8832,31,36,17,13,14
14720,39,46,10,13,14
15438,43,47,8,13,14
9370,33,37,15,13,14
14053,37,45,18,13,14
16075,40,48,15,13,14
11516,30,41,16,13,14
16072,40,48,12,13,14
15852,25,48,17,13,14
16070,40,48,10,13,14
15866,26,48,16,13,14
10903,27,40,18,13,14
10904,27,40,19,13,14
11530,31,41,15,13,14
11531,31,41,16,13,14
11545,32,41,15,13,14
16069,40,48,9,13,14
16068,40,48,8,13,14
15909,29,48,14,13,14
16836,45,49,11,13,14
10917,28,40,17,13,14
10918,28,40,18,13,14
10919,28,40,19,13,14
11647,39,41,12,13,14
11646,39,41,11,13,14
16061,39,48,16,13,14
16527,24,49,17,13,14
15837,24,48,17,13,14
11502,29,41,17,13,14
11501,29,41,16,13,14
11474,27,41,19,13,14
16083,41,48,8,13,14
15794,21,48,19,13,14
10874,25,40,19,13,14
15808,22,48,18,13,14
16806,43,49,11,13,14
12071,28,42,16,13,14
15995,35,48,10,13,14
12057,27,42,17,13,14
15809,22,48,19,13,14
16059,39,48,14,13,14
16838,45,49,13,13,14
12043,26,42,18,13,14
11487,28,41,17,13,14
11488,28,41,18,13,14
12029,25,42,19,13,14
12028,25,42,18,13,14
16837,45,49,12,13,14
10888,26,40,18,13,14
10889,26,40,19,13,14
15823,23,48,18,13,14
12014,24,42,19,13,14
12044,26,42,19,13,14
16057,39,48,12,13,14
16056,39,48,11,13,14
16055,39,48,10,13,14
16148,45,48,13,13,14
10961,31,40,16,13,14
12245,40,42,10,13,14
16024,37,48,9,13,14
15938,31,48,13,13,14
11618,37,41,13,13,14
16160,46,48,10,13,14
15952,32,48,12,13,14
16161,46,48,11,13,14
16820,44,49,10,13,14
16147,45,48,12,13,14
16821,44,49,11,13,14
15967,33,48,12,13,14
10975,32,40,15,13,14
10976,32,40,16,13,14
11603,36,41,13,13,14
15981,34,48,11,13,14
16541,25,49,16,13,14
16822,44,49,12,13,14
16823,44,49,13,13,14
16163,46,48,13,13,14
16162,46,48,12,13,14
10990,33,40,15,13,14
11473,27,41,18,13,14
16146,45,48,11,13,14
16145,45,48,10,13,14
16054,39,48,9,13,14
16053,39,48,8,13,14
16835,45,49,10,13,14
10931,29,40,16,13,14
10932,29,40,17,13,14
10933,29,40,18,13,14
11574,34,41,14,13,14
16046,38,48,16,13,14
16043,38,48,13,13,14
16041,38,48,11,13,14
10960,31,40,15,13,14
16040,38,48,10,13,14
10947,30,40,17,13,14
16039,38,48,9,13,14
11633,38,41,13,13,14
11632,38,41,12,13,14
12231,39,42,11,13,14
16032,37,48,17,13,14
16028,37,48,13,13,14
16027,37,48,12,13,14
16026,37,48,11,13,14
16025,37,48,10,13,14
10946,30,40,16,13,14
11472,27,41,17,13,14
12058,27,42,18,13,14
12115,31,42,15,13,14
15470,45,47,10,13,14
15471,45,47,11,13,14
15473,45,47,13,13,14
16103,42,48,13,13,14
16850,46,49,10,13,14
12144,33,42,14,13,14
16849,46,49,9,13,14
16808,43,49,13,13,14
16116,43,48,11,13,14
11048,37,40,13,13,14
16098,42,48,8,13,14
16097,42,48,7,13,14
12101,30,42,16,13,14
12100,30,42,15,13,14
16130,44,48,10,13,14
12087,29,42,17,13,14
16119,43,48,14,13,14
16852,46,49,12,13,14
12253,40,42,18,13,14
11444,25,41,19,13,14
15441,43,47,11,13,14
12224,38,42,19,13,14
16484,21,49,19,13,14
15444,43,47,14,13,14
12217,38,42,12,13,14
12216,38,42,11,13,14
16867,47,49,12,13,14
16865,47,49,10,13,14
16864,47,49,9,13,14
12203,37,42,13,13,14
12202,37,42,12,13,14
11654,39,41,19,13,14
12188,36,42,13,13,14
15456,44,47,11,13,14
15459,44,47,14,13,14
16104,42,48,14,13,14
12173,35,42,13,13,14
12086,29,42,16,13,14
16131,44,48,11,13,14
16003,35,48,18,13,14
16090,41,48,15,13,14
16133,44,48,13,13,14
11063,38,40,13,13,14
11459,26,41,19,13,14
16513,23,49,18,13,14
12072,28,42,17,13,14
11458,26,41,18,13,14
16084,41,48,9,13,14
11631,38,41,11,14,15
12859,41,43,9,14,15
7839,30,34,14,14,15
8304,29,35,14,14,15
7842,30,34,17,14,15
16832,45,49,7,14,15
7843,30,34,18,14,15
14632,33,46,12,14,15
8303,29,35,13,14,15
8294,28,35,19,14,15
8288,28,35,13,14,15
7852,31,34,12,14,15
8293,28,35,18,14,15
7853,31,34,13,14,15
8290,28,35,15,14,15
8289,28,35,14,14,15
7838,30,34,13,14,15
8234,24,35,19,14,15
7828,29,34,18,14,15
8322,30,35,17,14,15
8308,29,35,18,14,15
7811,28,34,16,14,15
7813,28,34,18,14,15
8307,29,35,17,14,15
16082,41,48,7,14,15
8331,31,35,11,14,15
16085,41,48,10,14,15
16761,40,49,11,14,15
7814,28,34,19,14,15
7823,29,34,13,14,15
8332,31,35,12,14,15
16086,41,48,11,14,15
7824,29,34,14,14,15
11617,37,41,12,14,15
8333,31,35,13,14,15
7825,29,34,15,14,15
14646,34,46,11,14,15
16833,45,49,8,14,15
7857,31,34,17,14,15
8279,27,35,19,14,15
8189,21,35,19,14,15
14545,27,46,15,14,15
8260,26,35,15,14,15
8248,25,35,18,14,15
8247,25,35,17,14,15
8203,22,35,18,14,15
8204,22,35,19,14,15
16067,40,48,7,14,15
8261,26,35,16,14,15
8218,23,35,18,14,15
14588,30,46,13,14,15
8246,25,35,16,14,15
8219,23,35,19,14,15
8351,32,35,16,14,15
8346,32,35,11,14,15
16071,40,48,11,14,15
8232,24,35,17,14,15
8233,24,35,18,14,15
14589,30,46,14,14,15
16760,40,49,10,14,15
8360,33,35,10,14,15
8318,30,35,13,14,15
8278,27,35,18,14,15
8276,27,35,16,14,15
8275,27,35,15,14,15
16670,34,49,10,14,15
16042,38,48,12,14,15
16101,42,48,11,14,15
16526,24,49,16,14,15
8274,27,35,14,14,15
14603,31,46,13,14,15
14617,32,46,12,14,15
7867,32,34,12,14,15
16100,42,48,10,14,15
16834,45,49,9,14,15
16099,42,48,9,14,15
15439,43,47,9,14,15
8264,26,35,19,14,15
14574,29,46,14,14,15
8262,26,35,17,14,15
7866,32,34,11,14,15
8317,30,35,12,14,15
8755,26,36,15,14,15
15966,33,48,11,14,15
9221,23,37,16,14,15
9222,23,37,17,14,15
9223,23,37,18,14,15
9235,24,37,15,14,15
9236,24,37,16,14,15
9237,24,37,17,14,15
9209,22,37,19,14,15
9249,25,37,14,14,15
9251,25,37,16,14,15
9252,25,37,17,14,15
9254,25,37,19,14,15
9263,26,37,13,14,15
9264,26,37,14,14,15
9265,26,37,15,14,15
9250,25,37,15,14,15
9266,26,37,16,14,15
9208,22,37,18,14,15
9194,21,37,19,14,15
12757,34,43,12,14,15
16789,42,49,9,14,15
16790,42,49,10,14,15
15775,20,48,15,14,15
15774,20,48,14,14,15
12743,33,43,13,14,15
9207,22,37,17,14,15
11467,27,41,12,14,15
12729,32,43,14,14,15
12728,32,43,13,14,15
11457,26,41,17,14,15
12714,31,43,14,14,15
9179,20,37,19,14,15
9193,21,37,18,14,15
11466,27,41,11,14,15
16788,42,49,8,14,15
9268,26,37,18,14,15
9278,27,37,13,14,15
11443,25,41,18,14,15
15747,18,48,17,14,15
15746,18,48,16,14,15
11439,25,41,14,14,15
11438,25,41,13,14,15
11437,25,41,12,14,15
11452,26,41,12,14,15
11429,24,41,19,14,15
9399,35,37,14,14,15
11425,24,41,15,14,15
11424,24,41,14,14,15
11423,24,41,13,14,15
11414,23,41,19,14,15
15733,17,48,18,14,15
11428,24,41,18,14,15
9269,26,37,19,14,15
9336,31,37,11,14,15
9326,30,37,16,14,15
9279,27,37,14,14,15
9280,27,37,15,14,15
9283,27,37,18,14,15
9292,28,37,12,14,15
9293,28,37,13,14,15
9294,28,37,14,14,15
11453,26,41,13,14,15
9297,28,37,17,14,15
9307,29,37,12,14,15
9308,29,37,13,14,15
9312,29,37,17,14,15
15760,19,48,15,14,15
9321,30,37,11,14,15
9322,30,37,12,14,15
9306,29,37,11,14,15
11602,36,41,12,14,15
12772,35,43,12,14,15
15789,21,48,14,14,15
8740,25,36,15,14,15
8741,25,36,16,14,15
8742,25,36,17,14,15
8744,25,36,19,14,15
8754,26,36,14,14,15
16818,44,49,8,14,15
8728,24,36,18,14,15
7810,28,34,15,14,15
8759,26,36,19,14,15
8768,27,36,13,14,15
8769,27,36,14,14,15
8770,27,36,15,14,15
8773,27,36,18,14,15
8774,27,36,19,14,15
8756,26,36,16,14,15
15923,30,48,13,14,15
8727,24,36,17,14,15
8726,24,36,16,14,15
16819,44,49,9,14,15
11588,35,41,13,14,15
12815,38,43,10,14,15
16555,26,49,15,14,15
15937,31,48,12,14,15
16774,41,49,9,14,15
14675,36,46,10,14,15
16775,41,49,10,14,15
8684,21,36,19,14,15
8698,22,36,18,14,15
8699,22,36,19,14,15
8712,23,36,17,14,15
8713,23,36,18,14,15
8714,23,36,19,14,15
12801,37,43,11,14,15
12786,36,43,11,14,15
8783,28,36,13,14,15
8788,28,36,18,14,15
15865,26,48,15,14,15
14733,40,46,8,14,15
15851,25,48,16,14,15
16641,32,49,11,14,15
11515,30,41,15,14,15
14762,42,46,7,14,15
15880,27,48,15,14,15
14766,42,46,11,14,15
11486,28,41,16,14,15
14780,43,46,10,14,15
14781,43,46,11,14,15
15803,22,48,13,14,15
14794,44,46,9,14,15
14795,44,46,10,14,15
16776,41,49,11,14,15
8785,28,36,15,14,15
11544,32,41,14,14,15
15894,28,48,14,14,15
8797,29,36,12,14,15
8798,29,36,13,14,15
8799,29,36,14,14,15
8802,29,36,17,14,15
11573,34,41,13,14,15
8811,30,36,11,14,15
14704,38,46,9,14,15
8812,30,36,12,14,15
8826,31,36,11,14,15
8827,31,36,12,14,15
8831,31,36,16,14,15
16817,44,49,7,14,15
15908,29,48,13,14,15
11559,33,41,14,14,15
8817,30,36,17,14,15
7809,28,34,14,14,15
16129,44,48,9,14,15
7797,27,34,17,14,15
11994,23,42,14,14,15
11993,23,42,13,14,15
11981,22,42,16,14,15
11980,22,42,15,14,15
11979,22,42,14,14,15
5939,21,30,19,14,15
5953,22,30,18,14,15
5954,22,30,19,14,15
5967,23,30,17,14,15
5968,23,30,18,14,15
5969,23,30,19,14,15
5981,24,30,16,14,15
5982,24,30,17,14,15
5983,24,30,18,14,15
5984,24,30,19,14,15
11995,23,42,15,14,15
5997,25,30,17,14,15
12008,24,42,13,14,15
12013,24,42,18,14,15
5592,25,29,17,14,15
5593,25,29,18,14,15
5594,25,29,19,14,15
5606,26,29,16,14,15
5607,26,29,17,14,15
5608,26,29,18,14,15
5609,26,29,19,14,15
5624,27,29,19,14,15
13488,42,44,8,14,15
12051,27,42,11,14,15
12042,26,42,17,14,15
12037,26,42,12,14,15
13459,40,44,9,14,15
12023,25,42,13,14,15
12022,25,42,12,14,15
12009,24,42,14,14,15
5591,25,29,16,14,15
5998,25,30,18,14,15
6014,26,30,19,14,15
11924,18,42,19,14,15
11923,18,42,18,14,15
13372,34,44,12,14,15
11922,18,42,17,14,15
11909,17,42,19,14,15
11908,17,42,18,14,15
11894,16,42,19,14,15
13358,33,44,13,14,15
13357,33,44,12,14,15
12230,39,42,10,14,15
13343,32,44,13,14,15
16757,40,49,7,14,15
16848,46,49,8,14,15
16847,46,49,7,14,15
13329,31,44,14,14,15
11936,19,42,16,14,15
5999,25,30,19,14,15
11937,19,42,17,14,15
11939,19,42,19,14,15
6028,27,30,18,14,15
6029,27,30,19,14,15
6042,28,30,17,14,15
6043,28,30,18,14,15
6044,28,30,19,14,15
11967,21,42,17,14,15
11966,21,42,16,14,15
11965,21,42,15,14,15
13401,36,44,11,14,15
11953,20,42,18,14,15
11952,20,42,17,14,15
11951,20,42,16,14,15
16746,39,49,11,14,15
11950,20,42,15,14,15
13386,35,44,11,14,15
11938,19,42,18,14,15
5579,24,29,19,14,15
5578,24,29,18,14,15
5577,24,29,17,14,15
16394,15,49,19,14,15
13929,29,45,14,14,15
13915,28,45,15,14,15
12143,33,42,13,14,15
14103,41,45,8,14,15
13886,26,45,16,14,15
12129,32,42,14,14,15
4454,24,26,19,14,15
12114,31,42,14,14,15
13852,24,45,12,14,15
13843,23,45,18,14,15
13838,23,45,13,14,15
13829,22,45,19,14,15
14121,42,45,11,14,15
13824,22,45,14,14,15
13944,30,45,14,14,15
13823,22,45,13,14,15
12158,34,42,13,14,15
16408,16,49,18,14,15
14074,39,45,9,14,15
16478,21,49,13,14,15
14045,37,45,10,14,15
16464,20,49,14,14,15
16863,47,49,8,14,15
12201,37,42,11,14,15
16450,19,49,15,14,15
16862,47,49,7,14,15
16436,18,49,16,14,15
14016,35,45,11,14,15
12187,36,42,12,14,15
13987,33,45,12,14,15
16422,17,49,17,14,15
12172,35,42,12,14,15
13973,32,45,13,14,15
13958,31,45,13,14,15
13810,21,45,15,14,15
13809,21,45,14,14,15
13796,20,45,16,14,15
5174,23,28,19,14,15
5188,24,28,18,14,15
5189,24,28,19,14,15
5202,25,28,17,14,15
5203,25,28,18,14,15
5204,25,28,19,14,15
5216,26,28,16,14,15
5217,26,28,17,14,15
5218,26,28,18,14,15
5219,26,28,19,14,15
5534,21,29,19,14,15
5548,22,29,18,14,15
5549,22,29,19,14,15
5563,23,29,18,14,15
5564,23,29,19,14,15
5173,23,28,18,14,15
5159,22,28,19,14,15
13724,15,45,19,14,15
13738,16,45,18,14,15
14132,43,45,7,14,15
12085,29,42,15,14,15
13795,20,45,15,14,15
14136,43,45,11,14,15
4799,23,27,19,14,15
4813,24,27,18,14,15
4814,24,27,19,14,15
6344,20,31,19,14,15
4828,25,27,18,14,15
13781,19,45,16,14,15
13768,18,45,18,14,15
13767,18,45,17,14,15
13766,18,45,16,14,15
13753,17,45,18,14,15
13752,17,45,17,14,15
13739,16,45,19,14,15
4829,25,27,19,14,15
6358,21,31,18,14,15
6359,21,31,19,14,15
6372,22,31,17,14,15
7317,26,33,17,14,15
7318,26,33,18,14,15
7331,27,33,16,14,15
7332,27,33,17,14,15
7333,27,33,18,14,15
7334,27,33,19,14,15
14454,21,46,14,14,15
7345,28,33,15,14,15
7346,28,33,16,14,15
7347,28,33,17,14,15
7349,28,33,19,14,15
7359,29,33,14,14,15
14468,22,46,13,14,15
14469,22,46,14,14,15
7360,29,33,15,14,15
7304,25,33,19,14,15
7361,29,33,16,14,15
7303,25,33,18,14,15
14441,20,46,16,14,15
13166,20,44,16,14,15
13165,20,44,15,14,15
13153,19,44,18,14,15
13152,19,44,17,14,15
13151,19,44,16,14,15
13139,18,44,19,14,15
14425,19,46,15,14,15
14426,19,46,16,14,15
14427,19,46,17,14,15
13138,18,44,18,14,15
13137,18,44,17,14,15
7274,23,33,19,14,15
7288,24,33,18,14,15
7289,24,33,19,14,15
14440,20,46,15,14,15
7302,25,33,17,14,15
7363,29,33,18,14,15
7364,29,33,19,14,15
14483,23,46,13,14,15
7724,22,34,19,14,15
7738,23,34,18,14,15
7739,23,34,19,14,15
7752,24,34,17,14,15
7753,24,34,18,14,15
7754,24,34,19,14,15
7767,25,34,17,14,15
7768,25,34,18,14,15
7769,25,34,19,14,15
7781,26,34,16,14,15
7782,26,34,17,14,15
7783,26,34,18,14,15
7784,26,34,19,14,15
7795,27,34,15,14,15
7796,27,34,16,14,15
13108,16,44,18,14,15
16112,43,48,7,14,15
16113,43,48,8,14,15
16114,43,48,9,14,15
7373,30,33,13,14,15
7374,30,33,14,14,15
7375,30,33,15,14,15
7378,30,33,18,14,15
15732,17,48,17,14,15
16128,44,48,8,14,15
16127,44,48,7,14,15
13167,20,44,17,14,15
7388,31,33,13,14,15
7392,31,33,17,14,15
7393,31,33,18,14,15
16115,43,48,10,14,15
13124,17,44,19,14,15
13123,17,44,18,14,15
13122,17,44,17,14,15
13109,16,44,19,14,15
7389,31,33,14,14,15
7799,27,34,19,14,15
13179,21,44,14,14,15
13181,21,44,16,14,15
6476,29,31,16,14,15
6477,29,31,17,14,15
6479,29,31,19,14,15
14397,17,46,17,14,15
14398,17,46,18,14,15
14399,17,46,19,14,15
13314,30,44,14,14,15
16159,46,48,9,14,15
16158,46,48,8,14,15
16157,46,48,7,14,15
13285,28,44,15,14,15
16144,45,48,9,14,15
16143,45,48,8,14,15
16142,45,48,7,14,15
13237,25,44,12,14,15
14384,16,46,19,14,15
6764,19,32,19,14,15
14383,16,46,18,14,15
6463,28,31,18,14,15
6373,22,31,18,14,15
6374,22,31,19,14,15
6387,23,31,17,14,15
6388,23,31,18,14,15
6389,23,31,19,14,15
6403,24,31,18,14,15
6419,25,31,19,14,15
6433,26,31,18,14,15
6434,26,31,19,14,15
14369,15,46,19,14,15
6447,27,31,17,14,15
6448,27,31,18,14,15
6449,27,31,19,14,15
6461,28,31,16,14,15
6462,28,31,17,14,15
6464,28,31,19,14,15
6779,20,32,19,14,15
6793,21,32,18,14,15
6794,21,32,19,14,15
6913,29,32,18,14,15
6914,29,32,19,14,15
6924,30,32,14,14,15
6925,30,32,15,14,15
6926,30,32,16,14,15
6928,30,32,18,14,15
6929,30,32,19,14,15
13223,24,44,13,14,15
13222,24,44,12,14,15
16512,23,49,17,14,15
13209,23,44,14,14,15
13208,23,44,13,14,15
13199,22,44,19,14,15
13195,22,44,15,14,15
13194,22,44,14,14,15
6912,29,32,17,14,15
6911,29,32,16,14,15
6910,29,32,15,14,15
14413,18,46,18,14,15
6808,22,32,18,14,15
6809,22,32,19,14,15
6839,24,32,19,14,15
6853,25,32,18,14,15
6854,25,32,19,14,15
6867,26,32,17,14,15
6868,26,32,18,14,15
13180,21,44,15,14,15
6869,26,32,19,14,15
14412,18,46,17,14,15
6881,27,32,16,14,15
6882,27,32,17,14,15
6883,27,32,18,14,15
6896,28,32,16,14,15
6897,28,32,17,14,15
6899,28,32,19,14,15
14411,18,46,16,14,15
12699,30,43,14,14,15
15440,43,47,10,14,15
10287,23,39,17,14,15
12608,24,43,13,14,15
12536,19,43,16,14,15
12524,18,43,19,14,15
15142,23,47,12,14,15
12523,18,43,18,14,15
9776,25,38,16,14,15
11018,35,40,13,14,15
12522,18,43,17,14,15
9774,25,38,14,14,15
9773,25,38,13,14,15
15219,28,47,14,14,15
12509,17,43,19,14,15
10840,23,40,15,14,15
9764,24,38,19,14,15
10839,23,40,14,14,15
9779,25,38,19,14,15
9762,24,38,17,14,15
12609,24,43,14,14,15
12538,19,43,18,14,15
10870,25,40,15,14,15
10869,25,40,14,14,15
10868,25,40,13,14,15
9790,26,38,15,14,15
10859,24,40,19,14,15
10856,24,40,16,14,15
10855,24,40,15,14,15
10854,24,40,14,14,15
9789,26,38,14,14,15
16802,43,49,7,14,15
10853,24,40,13,14,15
9788,26,38,13,14,15
16803,43,49,8,14,15
10371,29,39,11,14,15
12539,19,43,19,14,15
12537,19,43,17,14,15
10493,37,39,13,14,15
9761,24,38,16,14,15
9759,24,38,14,14,15
15382,39,47,12,14,15
10824,22,40,14,14,15
12595,23,43,15,14,15
9719,21,38,19,14,15
9718,21,38,18,14,15
9717,21,38,17,14,15
10813,21,40,18,14,15
11033,36,40,13,14,15
10812,21,40,17,14,15
9704,20,38,19,14,15
15205,27,47,15,14,15
9703,20,38,18,14,15
9689,19,38,19,14,15
12594,23,43,14,14,15
12593,23,43,13,14,15
10825,22,40,15,14,15
9760,24,38,15,14,15
10826,22,40,16,14,15
9731,22,38,16,14,15
9748,23,38,18,14,15
12508,17,43,18,14,15
10357,28,39,12,14,15
12599,23,43,19,14,15
10356,28,39,11,14,15
12494,16,43,19,14,15
9747,23,38,17,14,15
9746,23,38,16,14,15
16805,43,49,10,14,15
15378,39,47,8,14,15
9745,23,38,15,14,15
10347,27,39,17,14,15
9734,22,38,19,14,15
9733,22,38,18,14,15
9732,22,38,17,14,15
10827,22,40,17,14,15
9793,26,38,18,14,15
10492,37,39,12,14,15
11062,38,40,12,14,15
15704,15,48,19,14,15
10989,33,40,14,14,15
11369,20,41,19,14,15
15320,35,47,10,14,15
15248,30,47,13,14,15
15085,19,47,15,14,15
15044,16,47,19,14,15
15086,19,47,16,14,15
10434,33,39,14,14,15
9851,30,38,16,14,15
9924,35,38,14,14,15
11324,17,41,19,14,15
15043,16,47,18,14,15
11323,17,41,18,14,15
11309,16,41,19,14,15
11337,18,41,17,14,15
10911,28,40,11,14,15
15072,18,47,17,14,15
11368,20,41,18,14,15
11353,19,41,18,14,15
15277,32,47,12,14,15
15058,17,47,18,14,15
15057,17,47,17,14,15
16612,30,49,12,14,15
